gene	module
OVCA2	yellow
OVCH2	grey
OVGP1	turquoise
OVOL1	grey
OVOL2	grey
OXA1L	grey
OXCT1	grey
OXCT2	turquoise
OXER1	turquoise
OXNAD1	grey
OXR1	black
OXSM	blue
OXSR1	grey
OXTR	red
P2RX4	grey
P2RX6	turquoise
P2RX7	grey
P2RY1	turquoise
P2RY2	greenyellow
P2RY4	turquoise
P2RY6	yellow
P4HA1	blue
P4HA2	pink
P4HA3	turquoise
P4HB	grey60
P4HTM	red
PA2G4	grey
PA2G4P4	turquoise
PAAF1	grey
PABPC1	greenyellow
PABPC1L	grey
PABPC1L2A	turquoise
PABPC1L2B	turquoise
PABPC3	turquoise
PABPC4	cyan
PACRG	green
PACRGL	green
PACS1	grey
PACS2	grey
PACSIN1	turquoise
PACSIN2	yellow
PACSIN3	brown
PADI1	brown
PADI2	grey
PADI3	grey
PAF1	grey
PAFAH1B1	greenyellow
PAFAH1B2	grey
PAFAH1B3	yellow
PAG1	grey
PAICS	grey
PAIP1	grey
PAIP2	blue
PAIP2B	green
PAK1	grey
PAK1IP1	blue
PAK2	grey60
PAK4	greenyellow
PAK6	grey
PALB2	lightgreen
PALLD	grey
PALM	grey
PALM3	turquoise
PALMD	grey
PAM	yellow
PAMR1	yellow
PAN2	grey
PAN3	black
PANK1	grey
PANK2	grey
PANK3	lightgreen
PANK4	greenyellow
PANX1	pink
PANX2	brown
PAOX	grey
PAPD4	grey
PAPD5	grey
PAPD7	grey
PAPL	grey
PAPLN	grey
PAPOLA	grey
PAPOLB	turquoise
PAPOLG	brown
PAPPA	pink
PAPSS1	grey
PAPSS2	grey
PAQR3	grey
PAQR4	grey
PAQR5	grey
PAQR6	turquoise
PAQR7	grey
PAQR9	turquoise
PAR1	turquoise
PAR5	grey
PARD3	grey
PARD3B	grey
PARD6A	grey
PARD6B	grey
PARD6G	yellow
PARG	black
PARK2	turquoise
PARK7	black
PARL	grey
PARM1	yellow
PARN	grey
PARP1	greenyellow
PARP10	grey
PARP11	grey
PARP12	brown
PARP14	brown
PARP15	grey
PARP16	yellow
PARP2	grey
PARP3	grey
PARP4	grey
PARP6	grey
PARP8	grey
PARP9	grey
PARS2	grey
PARVA	lightyellow
PARVB	grey
PATL1	grey60
PATL2	grey
PATZ1	salmon
PAWR	lightgreen
PAX9	grey
PAXIP1	grey
PBK	black
PBLD	grey
PBOV1	turquoise
PBX1	darkred
PBX2	grey
PBX3	grey
PBX4	green
PBXIP1	grey
PCBD1	grey
PCBD2	grey
PCBP1	greenyellow
PCBP2	cyan
PCBP4	lightcyan
PCCA	blue
PCCB	black
PCDH1	greenyellow
PCDH18	grey
PCDH19	grey
PCDH20	grey
PCDH7	grey
PCDHAC2	grey
PCDHB1	turquoise
PCDHB10	turquoise
PCDHB11	turquoise
PCDHB12	turquoise
PCDHB13	turquoise
PCDHB14	turquoise
PCDHB15	turquoise
PCDHB16	turquoise
PCDHB17	turquoise
PCDHB2	turquoise
PCDHB3	turquoise
PCDHB4	turquoise
PCDHB5	turquoise
PCDHB6	turquoise
PCDHB7	turquoise
PCDHB8	turquoise
PCDHB9	turquoise
PCDHGB8P	turquoise
PCF11	grey
PCGF1	turquoise
PCGF2	grey
PCGF3	yellow
PCGF5	grey
PCGF6	grey
PCID2	blue
PCIF1	grey
PCK1	turquoise
PCK2	grey
PCLO	grey
PCM1	green
PCMTD1	grey
PCMTD2	grey
PCNA	blue
PCNP	grey
PCNT	darkred
PCNX	grey
PCNXL2	grey
PCNXL3	greenyellow
PCOLCE	grey
PCP2	turquoise
PCP4L1	grey
PCSK4	red
PCSK5	grey
PCSK6	greenyellow
PCSK7	greenyellow
PCSK9	turquoise
PCTP	grey
PCYOX1	yellow
PCYOX1L	grey
PCYT1A	grey60
PCYT1B	red
PCYT2	red
PDAP1	grey
PDCD10	blue
PDCD11	greenyellow
PDCD1LG2	pink
PDCD2	blue
PDCD2L	grey
PDCD4	lightgreen
PDCD5	grey
PDCD6	grey
PDCD6IP	grey
PDCD7	grey
PDCL	blue
PDDC1	salmon
PDE10A	grey
PDE12	greenyellow
PDE1C	red
PDE3B	black
PDE4A	grey
PDE4C	turquoise
PDE4D	black
PDE4DIP	grey
PDE5A	grey
PDE6D	blue
PDE7A	grey
PDE7B	grey
PDE8A	blue
PDE8B	brown
PDE9A	brown
PDF	grey
PDGFA	pink
PDGFB	pink
PDGFC	pink
PDGFD	grey
PDGFRA	turquoise
PDGFRL	grey
PDHA1	cyan
PDHA2	turquoise
PDHB	blue
PDHX	grey
PDIA2	turquoise
PDIA3	yellow
PDIA4	grey
PDIA5	brown
PDIA6	grey60
PDIK1L	grey
PDK1	grey
PDK2	lightyellow
PDK3	grey
PDK4	grey
PDLIM1	grey
PDLIM2	grey
PDLIM4	yellow
PDLIM5	greenyellow
PDLIM7	pink
PDP2	grey
PDPK1	greenyellow
PDPN	yellow
PDPR	grey
PDRG1	brown
PDS5A	grey
PDS5B	black
PDSS1	grey
PDSS2	salmon
PDXDC1	grey
PDXK	yellow
PDZD11	blue
PDZD3	turquoise
PDZD7	grey
PDZD8	greenyellow
PDZK1	grey
PDZK1IP1	lightcyan
PEA15	pink
PEAK1	darkred
PEBP1	salmon
PECR	green
PEF1	grey
PEG10	grey
PELI1	grey
PELI2	grey
PELI3	grey
PELO	grey
PELP1	greenyellow
PEMT	grey
PEPD	grey
PER1	grey
PER2	grey
PER3	grey
PER4	turquoise
PERP	grey
PES1	darkred
PET112	blue
PET117	grey
PEX1	grey
PEX10	grey
PEX11A	black
PEX11B	grey
PEX11G	black
PEX12	grey
PEX13	blue
PEX14	grey
PEX16	grey
PEX26	grey
PEX3	black
PEX5	salmon
PEX6	darkred
PEX7	black
PF4V1	black
PFAS	grey
PFDN1	grey
PFDN2	blue
PFDN4	blue
PFDN5	blue
PFDN6	grey
PFKFB1	grey
PFKFB2	cyan
PFKFB3	grey
PFKFB4	yellow
PFKL	grey
PFKM	red
PFKP	yellow
PFN1	pink
PFN1P2	turquoise
PFN2	green
PFN3	turquoise
PFN4	green
PGAM1	lightcyan
PGAM4	turquoise
PGAM5	grey
PGAP1	grey
PGAP2	grey
PGAP3	grey
PGBD1	grey
PGBD2	lightgreen
PGBD4	turquoise
CPQ	grey
PGCP1	turquoise
PGD	greenyellow
PGF	grey
PGGT1B	blue
PGK1	grey
PGK2	turquoise
PGLS	grey
PGLYRP3	brown
PGLYRP4	grey
PGM1	grey
PGM2	grey
PGM2L1	grey
PGM3	turquoise
PGP	grey
PGPEP1	grey
PGRMC1	grey
PGRMC2	grey60
PGS1	grey
PHACTR2	grey
PHACTR4	greenyellow
PHAX	blue
PHB	grey
PHC1	grey
PHC2	grey
PHC3	greenyellow
PHF1	grey
PHF10	grey
PHF11	grey
PHF12	greenyellow
PHF13	yellow
PHF14	grey
PHF15	grey
PHF16	grey
PHF17	red
PHF19	turquoise
PHF2	grey
PHF20	grey
PHF20L1	blue
PHF21A	greenyellow
PHF23	grey
PHF3	grey
PHF5A	blue
PHF6	blue
PHF7	darkred
PHF8	grey
PHGDH	grey
PHIP	grey
PHKA1	salmon
PHKA2	darkred
PHKB	brown
PHKG2	grey
PHLDA1	lightcyan
PHLDA2	lightcyan
PHLDA3	grey
PHLDB1	yellow
PHLDB2	pink
PHLDB3	darkred
PHLPP1	darkred
PHLPP2	grey
PHOSPHO2	black
PHPT1	grey
PHRF1	greenyellow
PHTF1	green
PHTF2	grey
PHYH	grey
PI15	turquoise
PI3	brown
PI4K2A	greenyellow
PI4K2B	blue
PI4KA	greenyellow
PI4KB	greenyellow
PIAS1	grey
PIAS2	grey
PIAS3	greenyellow
PIAS4	greenyellow
PIBF1	green
PICALM	grey
PICK1	grey
PID1	grey
PIDD	turquoise
PIEZO1	pink
PIEZO2	turquoise
PIGA	black
PIGB	blue
PIGC	grey
PIGF	blue
PIGG	grey
PIGH	grey
PIGK	blue
PIGL	grey
PIGM	grey
PIGN	blue
PIGO	salmon
PIGP	black
PIGQ	grey
PIGR	greenyellow
PIGS	cyan
PIGT	greenyellow
PIGU	black
PIGV	salmon
PIGW	turquoise
PIGX	grey
PYURF	blue
PIGZ	yellow
PIH1D1	grey
PIH1D2	green
PIK3AP1	red
PIK3C2A	grey
PIK3C2B	greenyellow
PIK3C2G	brown
PIK3C3	blue
PIK3CA	blue
PIK3CB	grey60
PIK3CD	salmon
PIK3CG	brown
PIK3IP1	brown
PIK3R1	grey
PIK3R2	cyan
PIK3R3	black
PIK3R4	lightyellow
PIK3R5	brown
PIKFYVE	grey
PILRA	grey
PILRB	grey
PIM1	lightcyan
PIM2	red
PIM3	brown
PIN1	grey
PIN1P1	turquoise
PIN4	grey
PINK1	yellow
PION	lightgreen
PIP	black
PIP4K2A	yellow
PIP4K2B	grey
PIP4K2C	yellow
PIP5K1A	yellow
PIP5K1B	grey
PIP5K1C	greenyellow
PIP5K1P1	turquoise
PIR	grey
PISD	grey
PISRT1	turquoise
PITHD1	grey
PITPNA	greenyellow
PITPNB	lightgreen
PITPNC1	grey
PITPNM1	darkred
PITPNM2	turquoise
PITPNM3	grey
PITRM1	yellow
PITX1	grey
PJA1	grey
PJA2	grey
PKD1	grey
PKD2	grey
PKDCC	turquoise
PKDREJ	turquoise
PKI55	turquoise
PKIA	grey
PKIB	black
PKIG	green
PKLR	turquoise
PKM	grey
PKN1	grey
PKN2	grey
PKN3	turquoise
PKNOX1	lightgreen
PKP1	pink
PKP2	yellow
PKP3	yellow
PKP4	grey
PLA2G10	grey
PLA2G12A	grey
PLA2G15	yellow
PLA2G16	grey
PLA2G2A	turquoise
PLA2G3	brown
PLA2G4A	grey
PLA2G4C	grey
PLA2G4F	turquoise
PLA2G6	red
PLA2G7	grey
PLA2R1	brown
PLAA	brown
PLAC2	grey
PLAC8	grey
PLAG1	grey
PLAGL1	grey
PLAGL2	greenyellow
PLAT	grey
PLAU	pink
PLAUR	lightcyan
PLB1	turquoise
PLBD1	grey
PLBD2	greenyellow
PLCB1	grey
PLCB2	grey
PLCB3	yellow
PLCB4	brown
PLCD1	lightcyan
PLCD3	greenyellow
PLCE1	darkred
PLCG1	yellow
PLCG2	darkred
PLCH2	brown
PLCL2	grey
PLCXD1	turquoise
PLD2	greenyellow
PLD3	greenyellow
PLD6	grey
BLOC1S6	grey
PLEC	grey
PLEK2	grey
PLEKHA1	grey
PLEKHA2	lightcyan
PLEKHA3	grey
PLEKHA4	grey
PLEKHA5	grey
PLEKHA6	grey
PLEKHA7	grey
PLEKHA8	grey
PLEKHB1	red
PLEKHB2	brown
PLEKHF2	grey
PLEKHG1	grey
PLEKHG2	yellow
PLEKHG3	pink
PLEKHG4	turquoise
PLEKHG5	lightcyan
PLEKHG6	brown
PLEKHG7	green
PLEKHH1	salmon
PLEKHH2	grey
PLEKHH3	grey
PLEKHJ1	lightcyan
PLEKHM1	grey
PLEKHM2	yellow
PLEKHM3	grey
PLEKHN1	grey
PLEKHO1	grey
PLEKHO2	greenyellow
PLIN2	grey
PLIN3	grey
PLIN4	grey
PLIN5	grey
PLK1	darkred
PLK1S1	blue
PLK2	grey
PLK3	grey
PLK4	black
PLLP	grey
PLOD1	yellow
PLOD2	grey
PLOD3	yellow
PLP2	grey
PLRG1	black
PLS1	grey
PLS3	grey
PLSCR1	brown
PLSCR3	yellow
PLSCR4	grey
PLTP	darkred
PLVAP	turquoise
PLXDC1	grey
PLXDC2	grey
PLXNA1	yellow
PLXNA2	yellow
PLXNA3	pink
PLXNB1	grey
PLXNB2	greenyellow
PLXNB3	turquoise
PLXND1	grey
PM20D2	grey
PMAIP1	grey
PMCHL2	turquoise
PMEL	turquoise
PMEPA1	pink
PMFBP1	grey
PML	yellow
PMM1	grey
PMM2	grey60
PMPCA	lightyellow
PMPCB	black
PMS1	black
PMS2	grey
PMS2P1	grey
PMS2P3	grey
PMVK	grey
PNCK	brown
PNISR	blue
PNKD	yellow
PNKP	grey
PNLIPRP3	grey
PNMA1	red
PNMA2	grey
PNMAL1	grey
PNMAL2	turquoise
PNN	grey
PNO1	grey
PNP	black
PNPLA2	greenyellow
PNPLA3	pink
PNPLA4	grey
PNPLA6	yellow
PNPLA7	grey
PNPLA8	blue
PNPO	salmon
PNPT1	green
PNRC2	blue
POC1A	red
POC5	black
PODNL1	grey
PODXL	grey60
PODXL2	grey
POF1B	grey
POFUT1	greenyellow
POFUT2	red
POGK	grey
POGLUT1	blue
POGZ	greenyellow
POLA1	black
POLA2	darkred
POLD1	grey
POLD2	red
POLD3	darkred
POLD4	brown
POLDIP2	greenyellow
POLDIP3	greenyellow
POLE	greenyellow
POLE2	blue
POLE3	darkred
POLE4	grey
POLG	grey
POLG2	grey
POLH	grey
POLI	black
POLK	blue
POLL	grey
POLM	turquoise
POLN	grey
POLQ	black
POLR1A	grey
POLR1B	lightyellow
POLR1C	green
POLR1D	salmon
POLR1E	grey
POLR2A	greenyellow
POLR2B	grey
POLR2C	grey
POLR2D	grey
POLR2E	salmon
POLR2F	grey
POLR2G	grey
POLR2H	blue
POLR2I	red
POLR2J	brown
POLR2J2	grey
POLR2K	blue
POLR2L	grey
POLR2M	grey
POLR3A	grey
POLR3B	grey
POLR3C	black
POLR3D	grey
POLR3E	salmon
POLR3F	black
POLR3G	black
POLR3GL	grey
POLR3H	darkred
POLR3K	grey
POLRMT	grey
POM121	grey
POM121L12	turquoise
POM121L2	turquoise
POMP	blue
POMT1	grey
POMT2	grey
POMZP3	grey
PON2	grey
POP1	grey
POP4	blue
POP5	black
POP7	yellow
POPDC2	grey
POPDC3	pink
POR	grey
PORCN	lightcyan
POSTN	brown
POT1	blue
POU2AF1	grey
POU2F1	cyan
POU2F2	pink
POU3F1	turquoise
POU3F2	turquoise
POU3F3	turquoise
POU3F4	turquoise
POU5F1	turquoise
POU5F1B	turquoise
POU5F1P3	turquoise
POU5F1P4	turquoise
POU5F2	turquoise
POU6F1	grey
PP12613	turquoise
PPA1	grey
PPA2	blue
PPAP2A	grey
PPAP2B	grey
PPAP2C	grey
PPAPDC1B	grey
PPAPDC2	turquoise
PPARA	cyan
PPARD	pink
PPARG	royalblue
PPARGC1A	grey
PPARGC1B	grey
PPAT	grey
PPBP	grey
PPBPP2	turquoise
PPCDC	turquoise
PPCS	grey
PPDPF	greenyellow
PPFIA1	lightcyan
PPFIA3	turquoise
PPFIBP1	lightcyan
PPFIBP2	brown
PPHLN1	grey
PPIA	grey
PPIB	grey60
PPIC	grey
PPID	grey
PPIE	black
PPIEL	grey
PPIF	yellow
PPIG	blue
PPIH	grey
PPIL1	grey
PPIL2	grey
PPIL3	grey
PPIL4	black
PPIL6	green
PPIP5K1	grey
PPIP5K2	blue
PPL	greenyellow
PPM1A	royalblue
PPM1B	greenyellow
PPM1D	grey
PPM1E	green
PPM1F	grey
PPM1G	salmon
PPM1H	grey
PPM1K	grey
PPM1L	greenyellow
PPM1M	turquoise
PPM1N	turquoise
PPME1	grey
PPOX	red
PPP1CA	greenyellow
PPP1CB	grey
PPP1R10	cyan
PPP1R11	grey
PPP1R12A	brown
PPP1R12B	grey
PPP1R12C	grey
PPP1R13B	greenyellow
PPP1R13L	turquoise
PPP1R14A	grey
PPP1R14B	pink
PPP1R14C	grey
PPP1R14D	turquoise
PPP1R15A	grey
PPP1R15B	grey
PPP1R16A	red
PPP1R16B	yellow
PPP1R18	pink
PPP1R1B	turquoise
PPP1R2	black
PPP1R21	black
PPP1R26	grey
PPP1R2P3	turquoise
PPP1R2P9	turquoise
PPP1R32	red
PPP1R35	grey
PPP1R36	green
PPP1R37	grey
PPP1R3B	yellow
PPP1R3C	brown
PPP1R3D	grey
PPP1R3F	grey
PPP1R3G	turquoise
PPP1R42	green
PPP1R7	grey
PPP1R8	blue
PPP1R9A	grey
PPP1R9B	grey
PPP2CB	grey
PPP2R1A	greenyellow
PPP2R1B	grey
PPP2R2D	grey
PPP2R3A	cyan
PPP2R3B	grey
PPP2R3C	blue
PPP2R4	grey60
PPP2R5A	grey
PPP2R5B	yellow
PPP2R5C	royalblue
PPP2R5D	greenyellow
PPP2R5E	grey
PPP3CA	grey
PPP3CB	black
PPP3R1	grey
PPP3R2	turquoise
PPP4C	grey
PPP4R1	royalblue
PPP4R2	grey
PPP4R4	black
PPP5C	darkred
PPP6C	grey
PPP6R1	salmon
PPP6R2	yellow
PPP6R3	grey
DESI2	grey
DESI1	yellow
PPRC1	grey
PPT1	brown
PPT2	grey
PPTC7	brown
PPWD1	blue
PQBP1	grey
PQLC1	grey
PQLC2	grey60
PQLC3	blue
PRADC1	grey
PRAM1	turquoise
PRB1	brown
PRB2	brown
PRB4	turquoise
PRC1	grey
PRCC	greenyellow
PRCP	grey
PRDM1	brown
PRDM10	grey
PRDM15	darkred
PRDM16	grey
PRDM2	grey
PRDM4	greenyellow
PRDM5	black
PRDM6	grey
PRDM8	grey
PRDX1	grey
PRDX2	greenyellow
PRDX3	black
PRDX4	grey
PRDX5	black
PRDX6	darkred
PREB	lightcyan
PRELID1	grey
PRELID2	royalblue
PREP	lightcyan
PREPL	red
PREX1	grey
PRG1	turquoise
PRH1	brown
PRH2	grey
HELZ2	greenyellow
PRICKLE2	grey
PRICKLE3	greenyellow
PRICKLE4	grey
PRIM1	blue
PRKAA1	grey
PRKAA2	grey
PRKAB1	greenyellow
PRKAB2	brown
PRKACA	greenyellow
PRKACB	black
PRKACG	turquoise
PRKAG1	blue
PRKAR1A	red
PRKAR2A	grey
PRKAR2B	green
PRKCA	grey
PRKCB	grey
PRKCD	grey
PRKCDBP	grey
PRKCE	grey
PRKCH	brown
PRKCI	grey
PRKCQ	grey
PRKCSH	greenyellow
PRKCZ	grey
PRKD1	grey
PRKD2	greenyellow
PRKD3	pink
PRKDC	greenyellow
PRKG2	grey
PRKRA	grey
PRKRIP1	grey
PRKRIR	blue
PRKX	grey
PRKY	grey
PRM1	turquoise
PRM3	turquoise
PRMT1	grey
PRMT10	blue
PRMT2	grey
PRMT3	grey
PRMT5	green
PRMT6	grey
PRMT7	grey
PRNP	grey
PROC	grey
PROCA1	green
PROCR	grey
PRODH	grey
PROKR2	brown
PROM1	red
PROM2	grey
PROS1	green
PROSAPIP1	yellow
PROSC	greenyellow
PROSER1	cyan
PROX1	grey
PRPF18	blue
PRPF19	grey
PRPF3	grey
PRPF31	grey
PRPF38A	grey
PRPF38B	grey
PRPF39	blue
PRPF4	grey
PRPF40A	blue
PRPF40B	darkred
PRPF4B	black
PRPF6	greenyellow
PRPF8	greenyellow
PRR11	brown
PRR12	greenyellow
PRR13	salmon
PRR14	grey
PRR14L	grey
PRR15	grey
PRR15L	grey
PRR18	turquoise
PRR19	turquoise
PRR22	grey
PRR23A	turquoise
PRR23B	turquoise
PRR24	turquoise
PRR3	grey
PRR4	brown
PRR5L	grey
PRRC1	greenyellow
PRRC2A	greenyellow
PRRC2B	greenyellow
PRRC2C	grey
PRRG1	brown
PRRG2	grey
PRRG4	grey
PRRT1	grey
PRRT2	green
PRRT3	darkred
PRRX2	brown
PRSS12	red
PRSS16	grey
PRSS21	grey
PRSS22	lightcyan
PRSS23	grey
PRSS27	brown
PRSS3	brown
PRSS36	turquoise
PRSS37	grey
PRSS8	lightcyan
PRTFDC1	grey
PRUNE	grey
PRX	grey
PSAP	grey
PSAPL1	turquoise
PSAT1	grey
PSCA	grey
PSD3	turquoise
PSD4	yellow
PSEN1	grey60
PSENEN	green
PSG3	grey
PSG4	grey
PSG5	grey
PSIP1	green
PSKH1	grey
PSMA1	blue
PSMA2	blue
PSMA3	blue
PSMA4	blue
PSMA5	blue
PSMA6	blue
PSMA7	grey
PSMB1	blue
PSMB10	grey
PSMB11	turquoise
PSMB2	cyan
PSMB3	blue
PSMB4	grey
PSMB5	grey
PSMB6	grey
PSMB7	grey
PSMB8	grey
PSMB9	grey
PSMC1	blue
PSMC2	blue
PSMC3	black
PSMC3IP	red
PSMC4	greenyellow
PSMC5	salmon
PSMC6	blue
PSMD1	grey
PSMD10	blue
PSMD11	grey60
PSMD12	grey
PSMD13	blue
PSMD14	blue
PSMD2	yellow
PSMD3	greenyellow
PSMD4	grey
PSMD5	grey
PSMD6	blue
PSMD7	grey
PSMD8	grey
PSMD9	grey
PSME1	grey
PSME2	grey
PSME3	grey
PSME4	grey
PSMF1	greenyellow
PSMG1	grey
PSMG2	blue
PSMG3	grey
PSMG4	grey
PSORS1C1	grey
PSORS1C3	grey
PSPC1	grey
PSPH	grey
PSPN	turquoise
PSRC1	turquoise
PSTK	grey
PSTPIP1	brown
PSTPIP2	yellow
PTAFR	salmon
PTAR1	grey
PTBP1	greenyellow
PTBP2	black
PTBP3	grey
PTCD2	grey
PTCD3	grey
PTCH1	grey
PTCH2	grey
PTDSS1	greenyellow
PTDSS2	grey
PTEN	grey
PTENP1	turquoise
PTER	grey
PTGER2	red
PTGER4	salmon
PTGES	grey
PTGES2	yellow
PTGES3	green
PTGFR	green
PTGFRN	yellow
PTGR1	grey
PTGR2	black
PTGS2	pink
PTHLH	grey
PTK2	blue
PTK2B	greenyellow
PTK6	brown
PTK7	grey
PTMA	grey
PTN	grey
PTOV1	grey
PTP4A1	grey
PTP4A2	grey
PTP4A3	grey
PTPLA	grey
PTPLAD1	black
PTPLAD2	green
PTPLB	grey
PTPMT1	grey
PTPN1	greenyellow
PTPN11	grey60
PTPN12	lightcyan
PTPN13	grey
PTPN14	greenyellow
PTPN18	grey
PTPN2	grey
PTPN21	grey
PTPN22	brown
PTPN23	greenyellow
PTPN3	greenyellow
PTPN4	grey
PTPN5	turquoise
PTPN6	lightyellow
PTPN9	greenyellow
PTPRA	grey
PTPRD	grey
PTPRE	pink
PTPRF	grey
PTPRG	grey
PTPRH	brown
PTPRJ	yellow
PTPRK	pink
PTPRM	grey
PTPRN2	brown
PTPRQ	grey
PTPRS	grey
PTPRT	darkred
PTPRU	greenyellow
PTPRZ1	green
PTRF	pink
PTRH1	red
PTRH2	grey
PTRHD1	black
PTS	grey
PTTG1	grey
PTTG1IP	grey
PTTG2	turquoise
PTTG3P	turquoise
PUF60	salmon
PUM1	greenyellow
PUM2	grey
PURA	turquoise
PURB	grey
PURG	turquoise
PUS1	grey
PUS10	grey
PUS3	grey
PUS7	grey
PUS7L	blue
PUSL1	grey
PVR	pink
PVRIG	grey
PVRL1	greenyellow
PVRL2	greenyellow
PVRL3	grey
PVRL4	brown
PVT1	grey
PWP1	blue
PWP2	grey
PWRN2	turquoise
PWWP2A	cyan
PWWP2B	brown
PXDC1	pink
PXDN	pink
PXK	grey
PXMP2	grey
PXMP4	grey
PXN	greenyellow
PYCARD	grey
PYCR1	lightcyan
PYCR2	grey
PYCRL	red
PYDC2	turquoise
PYGB	brown
PYGL	grey
PYGM	turquoise
PYGO1	grey
PYGO2	greenyellow
PYROXD1	blue
PYROXD2	brown
PZP	green
QARS	grey
QDPR	grey
QKI	pink
QPCT	pink
QPCTL	grey
QPRT	turquoise
QRFP	turquoise
QRICH1	greenyellow
QRICH2	grey
QRSL1	black
QSER1	cyan
QSOX1	yellow
QSOX2	grey
QTRT1	grey
QTRTD1	grey
R3HCC1	grey
R3HDM1	grey
R3HDM2	grey
R3HDM4	grey
RAB10	grey
RAB11A	grey
RAB11B	greenyellow
RAB11FIP1	greenyellow
RAB11FIP2	black
RAB11FIP3	greenyellow
RAB11FIP4	greenyellow
RAB11FIP5	yellow
RAB12	lightgreen
RAB13	grey
RAB14	cyan
RAB15	brown
RAB17	grey
RAB18	blue
RAB19	grey
RAB1A	lightgreen
RAB1B	brown
RAB20	darkred
RAB21	pink
RAB22A	lightgreen
RAB23	blue
RAB25	brown
RAB26	turquoise
RAB27A	lightgreen
RAB27B	lightgreen
RAB28	black
RAB2A	grey
RAB2B	blue
RAB30	grey
RAB31	brown
RAB32	grey
RAB33B	grey
RAB34	yellow
RAB35	grey60
RAB36	red
RAB37	grey
RAB38	blue
RAB3A	grey
RAB3B	grey
RAB3D	grey
RAB3GAP1	grey
RAB3GAP2	grey
RAB3IP	blue
RAB40AL	turquoise
RAB40B	turquoise
RAB40C	grey
RAB42	grey
RAB43	brown
RAB4A	grey
RAB4B	grey60
RAB5A	grey
RAB5B	yellow
RAB6A	yellow
RAB6B	grey
RAB6C	turquoise
RAB7A	yellow
RAB7L1	yellow
RAB8A	grey60
RAB8B	grey
RAB9A	royalblue
RAB9BP1	turquoise
RABAC1	blue
RABEP1	grey
RABEP2	grey
RABEPK	grey
RABGAP1	cyan
RABGAP1L	grey
RABGEF1	grey
RABGGTA	greenyellow
RABGGTB	blue
RABIF	grey
RABL2A	red
RABL3	grey
RABL5	green
RAC1	greenyellow
RAC2	pink
RAC3	brown
RACGAP1	grey
RACGAP1P	turquoise
RAD1	blue
RAD17	blue
RAD18	grey
RAD21	grey
RAD23A	cyan
RAD23B	lightcyan
RAD50	grey
RAD51	grey
RAD51AP1	black
RAD51B	grey
RAD51C	black
RAD52	grey
RAD54B	black
RAD54L	grey
RAD54L2	grey
RAD9A	red
RAD9B	grey
RAE1	grey
RAET1E	grey
RAET1G	brown
RAET1K	grey
RAET1L	yellow
RAF1	grey
RAI1	greenyellow
RAI14	pink
RALA	grey
RALB	grey
RALBP1	grey
RALGAPA1	grey
RALGAPA2	greenyellow
RALGAPB	greenyellow
RALGDS	darkred
RALGPS1	lightyellow
RALGPS2	grey
RALY	yellow
RAMP1	grey
RAMP2	turquoise
RAN	grey
RANBP1	black
RANBP10	darkred
RANBP17	blue
RANBP2	grey
RANBP3	greenyellow
RANBP6	blue
RANBP9	grey
RANGAP1	yellow
RANGRF	grey
RAP1A	lightgreen
RAP1B	blue
RAP1GAP	brown
RAP1GAP2	grey
RAP1GDS1	grey
RAP2A	grey
RAP2B	grey
RAP2C	grey
RAPGEF2	grey
RAPGEF3	yellow
RAPGEF5	grey
RAPGEF6	grey
RAPGEFL1	grey
RAPH1	grey
RARA	greenyellow
RARB	grey
RARG	greenyellow
RARRES1	grey
RARRES2	grey
RARRES3	grey
RARS	blue
RARS2	blue
RASA1	grey
RASA2	grey
RASA3	grey
RASA4	grey
RASAL1	brown
RASAL2	grey
RASAL3	turquoise
RASD1	grey
RASD2	pink
RASEF	grey
RASGEF1A	grey
RASGEF1B	black
RASGRF2	grey
RASGRP1	grey
RASGRP2	turquoise
RASIP1	grey
RASL11A	grey
RASL11B	grey
RASSF1	turquoise
RASSF2	grey
RASSF3	grey
RASSF4	pink
RASSF5	grey
RASSF6	brown
RASSF7	grey
RASSF8	grey
RASSF9	grey
RAVER1	grey
RAVER2	grey
RB1	grey
RB1CC1	black
RBAK	black
RBBP4	grey
RBBP5	grey
RBBP6	lightyellow
RBBP7	grey
RBBP8	blue
RBBP9	grey
RBCK1	grey
RBFA	salmon
RBFOX2	grey60
RBKS	green
RBL1	grey
RBL2	lightyellow
RBM10	lightyellow
RBM11	black
RBM12	grey
RBM14	salmon
RBM15	grey
RBM15B	grey
RBM17	grey
RBM18	grey
RBM19	grey
RBM22	grey
RBM23	darkred
RBM24	green
RBM25	salmon
RBM26	grey
RBM27	grey
RBM28	salmon
RBM3	grey
RBM33	grey
RBM34	blue
RBM38	grey
RBM39	blue
RBM41	blue
RBM42	grey
RBM43	grey
RBM45	grey
RBM47	grey60
RBM48	grey
RBM4B	turquoise
RBM5	grey
RBM6	grey
RBM7	grey
RBM8A	grey
RBMS1	grey
RBMS2	yellow
RBMS3	grey
RBMX	grey
RBMX2	turquoise
RBMXL1	grey
RBMXL2	turquoise
RBP1	grey
RBP7	grey
RBPJ	turquoise
RBPMS	grey
RBPMS2	turquoise
RBX1	blue
RC3H1	cyan
RC3H2	grey
RCAN1	grey
RCAN3	darkred
RCBTB1	grey
RCBTB2	grey
RCC1	grey
RCC2	greenyellow
RCCD1	grey
RCE1	greenyellow
RCHY1	grey
RCL1	grey
RCN1	grey
